.comfax,MessageClick
"Respira, Inc.","Portaero, Inc. "
"Respond.com, Inc.","Respond Networks, Inc. "
Restaurant Trade,"Avero LLC  "
"Restaurantpro.com, Inc.","CriticalArc, Inc. "
"Restor Industries, Inc.","World Access, Inc. "
Restream,Firesale.com
"Retinal Displays, Inc.","DigiLens, Inc. "
"Reunion, Inc.",Sixth Gear Solutions Corporation
"Revbox, Inc.",Clairvergent Technology Group
"Revive Systems, Inc.","Stacksafe, Inc. "
"RF Power Devices, Inc.","HVVi Semiconductors, Inc. "
rfpMarket,"DirectoryM, Inc. "
RGB Labs,"GalleryPlayer, Inc. "
RHB Computers,"Mindset, Inc. "
"Rhinos International, LLC","iOnosphere, Inc. "
"Rhythm Networks, Inc.","Rhythm NewMedia, Inc. "
Rhythm Therapeutics Corp.,"Symphony Medical, Inc. "
Ribozyme Pharmaceuticals,"Sirna Therapeutics, Inc. "
RightFreight.com,Rely Software
Rikal Terminal Systems,"RTS, Inc. "
"Rinera Networks, Inc.","Conviva, Inc. "
"Ring Medical, Inc.","NotifyMD, Inc. "
Riva Commerce,"Conformia Software, Inc. "
Riveira Communications,"Global Metro Networks, Inc. "
Rivenet.com,WealthSense
"Riverstone Networks, Inc.",RNI Wind Down Corporation
"RMG-HCR, Inc.","Argent Healthcare Services, Inc. "
RMS Technologies,"Intellisource Group, The "
RoadLink USA National LLC,"Roadlink USA, Inc. "
RoamPage,Visto Corporation
Ronin Wireless,"Zyray Wireless, Inc. "
Roo Networks,Conferserv Inc
"Rosedale Medical, Inc.","Intuity Medical, Inc. "
"Rosh Intelligent Systems, Inc.",Servicesoft Inc.
Ross Technologies,"Cernium, Inc. "
"Round Two, Inc.","Flock, Inc.  "
"RouteLogics, Inc.","Vyatta, Inc. "
"Roving Software, Inc.",Constant Contact
Roxborough Manayunk,Progress Financial Corporation
Rsp Laboratories,"Ovabloc, Inc. "
Rtc Systems,"Genesis Resource Management, Inc. "
"RTimage, Inc.",RealTimeImage
"RTS Software, Inc.","Viryanet, Ltd. "
Rubicon Pharmaceuticals Inc,"Ansata Therapeutics, Inc. "
"Rubicon Software, Inc.","SpotLife, Inc. "
"RubiconSoft, Inc.","MyBuys, Inc. "
Rust,"Amerisuites, Inc. "
Ruxton Pharmaceuticals,"Psyadon Pharmaceuticals, Inc. "
RW Frookies,"Next Generation Technology Holdings, Inc. "
"Rx3 Pharmaceuticals, Inc.","Trius Therapeutics, Inc. "
S&S Corporation,"Beverages & More, Inc. "
"S2io, Inc.","Neterion, Inc. "
"S3, Inc.","SONICblue, Inc. "
Safety Solutions,"PrePlacement, Inc. "
Sage Medical Institute,"Medrock, Inc. "
"Sage Sciences, Inc.",IntelliCyt Corporation
"Sage Systems, Inc.","SAGE Software, Inc. "
"Sagent Technology, Inc.",S Wind-up Corporation
"SAK Logistics, Inc.",Invistics Corporation
"SalesEdge, Inc.","Playboox, Inc. "
SalesGene Corporation,"Landslide Technologies, Inc. "
SalesLogix Corporation,Interact Commerce Corporation
"Saligent Software, Inc.","LeadWorks, Inc. "
Salira Optical Network Systems,"Salira Systems, Inc. "
"Salon123, Inc.","SalonMaster, Inc. "
SandCodex,"SeaDragon Software, Inc.  "
"SANgate Systems, Inc.","SEPATON, Inc. "
SanPro,"Topio, Inc. "
Santa Barbara Laboratories,"Forum Systems, Inc. "
SanTi Group,EarthCare Company
Sarnoff Digital Communications,NxtWave Communications
Saturn Pharmaceuticals,"Esprit Pharma, Inc. "
"Savage Beast Technologies, Inc.","Pandora Media, Inc. "
Savvis Communications Corporation,"Savvis, Inc. "
Scald Corporation,"Valid Logic Systems, Inc. "
"SCC Technologies, Inc.","I-many, Inc. "
"Scenix Semiconductor, Inc.","Ubicom, Inc. "
"Sceptor Industries, Inc.","Evogen, Inc. "
"Scheduling.com, Inc.","SCI Solutions, Inc. "
Science Communications,"Mobular Technologies, Inc. "
Scientific And Engineering Software,"HyPerformix, Inc. "
"ScoreCard USA, Inc.",Affinity Logic Systems
ScreamingMedia.Net,"Pinnacor, Inc.  "
Scriptgen Pharmaceuticals,"Anadys Pharmaceuticals, Inc. "
Scriptics Corporation,Ajuba Solutions
"Scs, Inc.","Shared Communication Services, Inc. "
"SDN Online, Inc.",Zkey.com
Sea Blue Media LLC,"Cdigix, Inc. "
"Sea Fresh Foods, Inc.","Claw Island Foods, Inc. "
"Search Hitech.com, Inc.","TechTarget, Inc. "
"Seattle Medical Technologies,Inc","Calibra Medical, Inc. "
"Seattle Software Labs, Inc.",WatchGuard Technologies
"Secant Network Technologies, Inc.",Celotek Corporation
"SecLucid, Inc.","Skybox Security, Inc. "
"Second Act Partners, Inc.","Ultreo, Inc. "
"SecureAll Systems, Inc.","Blue Lane Technologies, Inc. "
"SecureSoft, Inc.","CrossLogix, Inc. "
"Securinex, Inc.","InGrid, Inc. "
Security Midwest Corp,Maximum Protection Industries Inc
"SecurityRNA, Inc.","Vontu, Inc. "
"Securivacy, Inc.","Tricipher, Inc. "
"SeekerNet, Inc.","TeraHop Networks, Inc. "
Selmer Industries,"Steinway Musical Instruments, Inc."
"SEMDirector, Inc.","Covario, Inc. "
"Semzyme, Inc.",Cambrios Technologies Corporation
"Senada.com, Inc.",Clarios
"Sennari Entertainment, Inc.","Sennari, Inc. "
SensAble Devices,"SensAble Technologies, Inc. "
Sensor Technology Ltd,Sensym Inc.
Sensory Circuits,"Sensory, Inc. "
"Sensory, Inc.",Crossville Holdings Corporation
Sentinel Service Corporation,"Sentinel Group, Inc. "
"Sentinel Wireless, Inc.","Radianse, Inc. "
Sentrx Surgical,"Carbylan Biosurgery, Inc. "
"Sentry Systems, Inc.","Authentor Systems, Inc. "
"seQ, Ltd.","Praelux, Inc. "
Sequation,"ClearPoint Metrics, Inc. "
Sequel Computer Systems,"Sequent Computer Systems, Inc. "
"Sequoia Systems, Inc.","Texas Micro, Inc. "
Serenix Pharmaceuticals,"Azevan Pharmaceuticals, Inc. "
"Service Resources, Inc.","Prenova, Inc. "
"ServiceWare Technologies, Inc.","Knova Software, Inc. "
"Servlite, Inc.",Spectrum Management Corporation
"ServNow! NetTechnologies, Inc.","IPivot, Inc. "
"Seventh Shield, Inc.",Delphix Corporation
"Shakti Computer Systems,  Inc.","PeakStream, Inc. "
Shapeware Corp.,Visio Corporation
Shason Microwave Corporation,"Mimix Broadband, Inc. "
Shelflink.com,"Eleven Technology, Inc. "
"Sherwood Information Partners, Inc.","Atrato, Inc. "
"ShiftKey, Inc.",Kinecta Corporation
Shipper.com,Sameday.com
Shiva Multisystems,"Simucad, Inc. "
"Shop2U, Inc.","Exmplar, Inc. "
"Shoreline Communications, Inc.","ShoreTel, Inc. "
ShowSupport.com,"Convio, Inc. "
SiArc,Silicon Architects
"Sideout Technologies, Inc.","ServiceBench, Inc. "
"Signal Analytics, Inc.","Cell Biosciences, Inc. "
"SignStorey, Inc.",CBS Outernet
Silico Insights,"Nuvera Biosciences, Inc. "
"Silicon Compilers, Inc.",Silicon Compiler Systems Corp.
Silicon Energy Corporation,Itron
Silicon Microwave Systems,"SiBEAM, Inc. "
"Silicon Sierra Holdings, Inc.","Esurance, Inc. "
Silicon Valley Internet Partners,Viant Corporation
Silicon Video Corp.,Candescent Technologies Corp.
"Silicon Video, Inc.","Silicon Optix, Inc. "
"Siliscape, Inc.","inViso, Inc. "
"SilverTrain, Inc.","Sagence, Inc. "
"Simione Central Holdings, Inc.","CareCentric, Inc. "
SimplyHealth.com,"Connecture, Inc. "
"SinusPharma, Inc.","Naryx Pharma, Inc. "
"SiOptic Networks, Inc.","Teradiant Networks, Inc. "
Sipharos,"Novafora, Inc. "
Siros Networks Corp.,Vectrad Networks Corporation
"SiteLine, Inc.","eziaz, Inc. "
SiteStuff.com,"SiteStuff, Inc. "
"SiWave, Inc.",Siimpel Corporation
"SJ2 Therapeutics, Inc.","Zogenix, Inc. "
SJL Broadcast Group,Montecito Broadcast Group LLC
Sjl Of Kansas,SJL Broadcasting Management
SkillsTutor.com,"Achievement Technologies, Inc. "
"Skok Systems, Inc.",CADWorks
"Skoop Heavy Industries, Ltd.","ProQuo, Inc. "
Sky Alland,"iSKY, Inc. "
"SkyBlue Technologies, Inc.","Moka5, Inc. "
"SkyCache, Inc.","Cidera, Inc. "
"skyCTI.com, Inc.",Ineto
SkyGate,"RaySat, Inc. "
SkyMedia Network Services,Synoro Corporation
"SL-1 Pharmaceuticals, Inc.","Trimeris, Inc. "
"Slash Support, Inc.",CSS Corp. Cybernet-SlashSupport
Sled Online,Four11 Corporation
Smallhill.com,Iodev LLC
SmartAge Corporation,B2SB Technologies
Smartboss.com,HR.com
SmarterKids.com,Excelligence Learning Corporation
"SmartPipes, Inc.","Endforce, Inc. "
SmartTradesman.com,SmartContractor.com
"SMO, Inc.","Protocare, Inc. "
"SMSG, Inc./New Technologies Group","3DO, Inc.  "
"SMSLocate, Inc.","4Info, Inc. "
"SnapBridge Software, Inc.","Mochila, Inc. "
Snowball.com,"IGN Entertainment, Inc. "
"Soane BioSciences, Inc.",Aclara BioSciences Inc.
Soane Technologies Corporation,"2C Optics, Inc. "
"Socket Communications, Inc.","Socket Mobile, Inc. "
"Sofari, Inc.","Rojo Networks, Inc. "
SoftSource Corporation,"Catarra, Inc. "
"Software Buyline, Inc.","iBuyLine, Inc. "
Software Emancipation Tech,"Upspring Software, Inc. "
Software Quality Automation,"SQA, Inc."
Software Renovation,"VIASOFT, Inc. "
Software Technologies,SeeBeyond Technology Corporation
Software Technology For Comp,Advanced Creative Techn.
software.net,Beyond.com Corp.
SoftwareWow.com,"Softricity, Inc. "
"Sofware Mangement Group, Inc.","Bluespring Software, Inc."
"SoHo Communications, Inc.",SoloPoint
"Solar Age Industries, Inc.","Solar Group, Inc. "
"Solarity, Inc.","Suniva, Inc. "
Soleil Network Technology,CoroNet Systems
Solid Graphics Partners,Cubicomp Corp.
"Solidus Networks, Inc.","Pay By Touch, Inc. "
Solipsa Corporation,Nuasis Corporation
SolNet.com Corporation,HelloBrain.Com
Solomon Design Automation,SDA Systems Inc.
"Solution Point, Inc.","Clareos, Inc.  "
Soma-Research & Technology Inc.,Saltare.com
"Somatix, Inc.",Somatix Therapy Corporation
Somatogen Inc.,Baxter Hemoglobin Therapeutics
"Sonicbox, Inc.","iM Networks, Inc. "
"Sonnet Financial, Inc.","NewMarkets International, LLC "
Sonrisa System,Dolphin Imaging Systems Inc.
Sonus Pharmaceuticals,"Oncogenex Pharmaceuticals, Inc. "
"Sopherion Therapeutics, Inc.","SPHN Holdings, Inc. "
"Sorrent, Inc.","Glu Mobile, Inc. "
"Sotera Networks, Inc.","Vormetric, Inc. "
Southeastern Anesthesia,Sheridan Healthcare
"Southwest Network Services, Inc.","NetSolve, Inc. "
Space Holding( DBA: SPACE.com,Imaginova Corporation
Spaltudaq Corporation,Theraclone Sciences
Spartan Medical Products LLC,"Adhezion Biomedical, LLC "
Spatial Data Analytics Corporation,"SPADAC, Inc. "
"Spatial Technology, Inc.","PlanetCAD, Inc. "
Speakout.com,Ntercept Communications
Specialty Rubber And Gasket Company,"SRG Holdings, Inc. "
"Spectra, Inc.","FUJIFILM Dimatix, Inc."
Spectrascan Imaging,"Spectrascan Health Services, Inc. "
"Spectrum Casting, Inc.",Spectrum/Innova Corporation
Spectrum Resources Midwest,Spectrum Resources Towers
"Spectrum Wireless, Inc.","Silicon Wireless, Inc. "
"SpectRx, Inc.","Guided Therapeutics, Inc. "
"Spegas Industries, Ltd.","Verisity, Ltd. "
Spendcash,Internet Cash Corp.
Spescom Software,"Enterprise Informatics, Inc. "
Spg Corporation,Parametric Technology Corporation
"Spin/Media Network, Inc.",Spinway.com
SpinVision.com,"DataPlay, Inc. "
"Spotfire Holdings, Inc.","Spotfire, Inc. "
"SSESCO, Inc.","WindLogics, Inc. "
St. Croix Medical,Envoy Medical Corporation
St. Paul Software,"SPS Commerce, Inc. "
Stac Software,"Previo, Inc "
"StageMark, Inc.",Cellatope Corporation
"StampMaster, Inc.","Stamps.com, Inc. "
STAR Technology,"Primera BioSystems, Inc. "
StarBridge Technologies,"StarGen, Inc. "
"StarMedia Network, Inc.",CycleLogic
StartSmart.com,MakeTheMove.com
"StarWare, Inc.","StarQuest, Inc. "
"STAT-CARE, Inc.",AmeriStat Mobile Medical Services Inc
"State Communications, Inc.",TriVergent Communications
"StatementOne, Inc.","Albridge Solutions, Inc. "
Stearns Computer Syst.,"Sagebrush Technology, Inc. "
Stellar Scientific Instrument,Cardinal Instruments
"StemCo BioMedical, Inc.","Aldagen, Inc. "
SteriCoat Corporation,Semprus Biosciences
"Steritech, Inc.",Cerus Corporation
"StorAd, Inc.","Agami Systems, Inc. "
"Storm Software, Inc.","Storm Technology, Inc. "
Strata Pharmaceuticals,"Cadence Pharmaceuticals, Inc. "
Strategic Development & Mrktg,Marketing Perspective
"Stratum8 Networks, Inc.","Teros, Inc. "
"Strawberries, Inc.",Milford Resolution Trust
Streaming Media,Conferserv Inc
Streammedia.com LLC,Radical Communications
"Structural GenomiX, Inc.","SGX Pharmaceuticals, Inc. "
"StudentDirect, Inc.","Edu.com, Inc. "
"Stylus, Inc.","Quantum Group, Inc. "
"Suitemark, Inc.","Westar Hotels, Inc."
SuiteSmart,Factor TG
"Sullivan Graphics, Inc.","American Color Graphics, Inc. "
Summit Media Intl.,"Transmedia Partners I, L.P. "
"Summit Medical Systems, Inc.",Celeris Corporation
Sundisk Corporation,Sandisk Corporation
"Sunseeds Genetics, Inc.","S.S. Genetics, Inc. "
Supermarkets General Corp.,Pathmark Stores
Supernews.com,Remarq Communities
"SuperTour, Inc.","EveryScape, Inc. "
"SupplyChainge, Inc.","4R Systems, Inc. "
"SupplyChange, Inc.","Optiant, Inc. "
SupplyEdge,"PCNalert, Inc.  "
"SupplyFX, Inc.","SupplyFrame, Inc. "
Support.com,"SupportSoft, Inc. "
"Sure Air, Inc.","First Service Networks, Inc. "
"SurroMed, Inc.","Alavita, Inc. "
"SURx, Inc.","Solarant Medical, Inc. "
SVB Technologies,"Flurry, Inc. "
SwapRat.com,"Switchouse, Inc. "
"Switchsoft Systems, Inc.",VPNX.com
"Sycom Technologies, Inc","Digital 5, Inc. "
Symmetry Communications Software,Tesaria
Symmetry HealthCare,"MediSphere Health Partners, Inc. "
"Symyx Therapeutics, Inc.","Ilypsa, Inc. "
"Synax, Inc.","Cambridge Neuroscience, Inc. "
Synaxia Networks Corporation,BlueArc Corporation
Synchordia Networks,Luxcore Networks Inc.
Synchronix SA,"BoostWorks, Inc. "
"SynDiTec, Inc.","Exclara, Inc. "
Synema Corporation,"Rendition, Inc. "
Synergen Associates Inc.,"Synergen, Inc. "
"SynQuest, Inc.",Viewlocity
"Syrrx, Inc. ","Takeda San Diego, Inc. "
System 1 Software,"CapitalStream, Inc. "
"System Detection, Inc.","CounterStorm, Inc. "
Systems Group of Colorado,"Icap Technology, Inc. "
Systems Progress Group Inc.,"Spirian Technologies, Inc."
T-Span Systems Corp.,"Atheros Communications, Inc. "
"t.Breeders, Inc.","ViaCell, Inc. "
T.S. Associates,Peak Systems
"T3Plus Networking, Inc.","OnStream Networks, Inc. "
"Tacit Knowledge Systems, Inc.","Tacit Software, Inc. "
Tacit Software,"Pixo, Inc. "
"TACODA Systems, Inc.","TACODA, Inc. "
Talaris Corporation,Rearden Commerce
"TalkStar.com, Inc.","eVoice, Inc. "
Tally Up Software,"Callidus Software, Inc. "
"Tanagra, Inc.","Memeo, Inc. "
Tanknology Environmental,"TEI, Inc. "
"Tanox Biosystems, Inc.","Tanox, Inc. "
Taral Networks,Airwide Solutions
Target Marketing Solutions,"Openfirst, LLC "
"Targeted Marketing Solution, Inc.","Imagitas, Inc. "
"Tasa, Inc.",Touch Activated Switch Arrays
Tasvir Corporation,"SuperCads, Inc. "
"Taveren Technology, Inc.",Silicon Metrics Corporation
TCom Communications,INPHI Corporation
TCOM Systems,"Automated Correspondence Systems, Inc.  "
"TeachSmart, Inc.","Teach & Play Smart, Inc. "
"Team Spinnaker, Inc.",BMS Reimbursement Management
"Technically Elite Concepts, Inc.","Apptitude, Inc. "
Technology Deployment International,"Savvion, Inc. "
Technology For Data Acq.,Asix Systems Corporation
Technology Systems,QuestOne Decision Sciences Corp.
TechnolVirtual Clinic,"Goodwell Technologies, Inc. "
"Tegriant Solutions, Inc.","Klocwork, Inc. "
TekEdge Corporation,Xoriant Corporation
Tekmetrics.com,Brainbench
"Tekna, Inc.",Ocean Edge
"Telcontar, Inc.","deCarta, Inc. "
TeleCentric.com,"CapitalSoft, Inc. "
"Teledata Solutions, Inc.","Apropos Technology, Inc.  "
Telemedical Specialty Consultants,fyiQuest
TelenComm,"Zeevo, Inc. "
"Teleractive, Inc.",Zoove Corporation
TeleSales,Cerida
"Telescan Systems, Inc.","Imagicast, Inc. "
"Televigation, Inc.","TeleNav, Inc. "
"Teleworld, Inc.","Tivo, Inc. "
TelSoft Technologies,"TelOptica, Inc. "
"Tempo Pharmaceuticals, Inc.","Cerulean Pharma, Inc. "
Tempus Fugit,Jasper Design Automation
"Tenet Software, Inc.","Interweave Software, Inc."
"Terabeam, Inc.",Proxim Wireless Corporation
"Terabit Networks, Inc.","Alidian Networks, Inc. "
"TeraBurst Networks, Inc.","IP Video Systems, Inc. "
TeraGen Corporation,BRECIS Communications
Terayon Corp.,Terayon Communication Systems
Tercica Medica,"Tercica, Inc. "
Terrace Mountain Systems,Impart Technology
Terrapin Technology,"Telik, Inc. "
"Test Systems Strategies, Inc.","Fluence Technology, Inc "
"TestAgility, Inc.","Agitar Software, Inc. "
"Tetra Resources, Inc.","TETRA Technologies, Inc. "
Texas Biotech Corp.,"Encysive Pharmaceuticals, Inc "
The Center For Humanities,Guidance Ass.
The Computer Factory,"Telelogic, Inc. "
The Global Aviation Network,FlightTime
The Pixel Company,xSides Corporation
The Springfield Project,"Bigstep, Inc. "
The Taylor Group,ManagedOps.com
"ThemeMedia, Inc.",Cartia
TheraMed,"MaxCyte, Inc. "
Therapeutic Genomics,"Avalon Pharmaceuticals, Inc. "
Therascope AG,"Alantos Pharmaceuticals Holding, Inc. "
"There, Inc.","Forterra Systems, Inc. "
"Thermage, Inc.","Solta Medical, Inc. "
ThermaSeed,ATI Medical
thinkingBytes Technology,Adesso Systems
Third-Wave Technologies,Front Office Technologies
"ThirdAge Media, Inc.","Third Age, Inc. "
Thought Equity Management,"Thought Equity Motion, Inc. "
"Thrive Way, Inc.","Healthia, Inc.  "
"Thunder Bridge, Inc.","MessageGate, Inc. "
"Tiara Networks, Inc.","Tasman Networks, Inc. "
Tidal Networks Inc.,"ConSentry Networks, Inc. "
"Tigera Group, Inc.","Connectivity Technologies, Inc."
"Tilligen, Inc.","Anawah, Inc. "
"Timeplace, Inc.","Networks On-Line, Inc. "
"Timesink Communications,Inc",Conducent Technologies Inc.
Titan Software Corp,"Four Rivers Software Systems, Inc."
TixToGo,Acteva.com
"TLMT Holdings, Inc.","Travel Holdings, Inc. "
Tokos Medical Corporation,"Matria Healthcare, Inc. "
Tolerant Software Systems Inc.,"VERITAS Software, Inc. "
"Tolerion, Inc.","Bayhill Therapeutics, Inc. "
"Tools for Health, Inc.","LiveVox, Inc. "
Tootje California,"Touje International, Inc. "
Total Entertainment Network (TEN,Pogo.com
Total Network Solutions,"ThruPoint, Inc. "
Totally Wireless,ePhones.com
Touch Distribution Systems,"Touch Communications, Inc. "
"TouchVision Systems, Inc.","D-Vision Systems, Inc. "
TradeAccess,"Ozro, Inc. "
"TraffiCop, Inc.",iLink Global
"TrainingNet, Inc.","ThinQ Learning Solutions, Inc. "
"Trakus, Inc.","TKS, Inc. "
TranCel Corporation,Neocrin Company
"Transactor Networks, Inc.",Brodia
Transgene,"RiboGene, Inc. "
Transitional Care,Intensiva HealthCare Corporation
"Transparent Optical, Inc.",Transparent Networks
"Transurgical, Inc.","ProRhythm, Inc. "
Transview Corp,Nistevo Corporation
Travelers Telecom,"Ascendent Telecommunications, Inc. "
"Traveling Software, Inc.","LapLink, Inc.  "
"TravelNet, Inc.","TNI Software, Inc. "
"Tremor Network, Inc.","Tremor Media, Inc. "
"Tri, Inc.","Trans Refrigeration International, Inc. "
"Triad Biotechnology, Inc.","Triad Therapeutics, Inc.  "
Triad Vascular,"TriVascular, Inc. "
Tribe Commun,Whistle Communications Corporation
Trilogy Development Group,"Trilogy Software, Inc. "
"Trilogy, Ltd.",ELXSI Corporation
Trinity Technology Corp,Mira Technology Corp.
TripOvation,"TravelMuse, Inc. "
"Triton PCS, Inc.","SunCom Wireless Holdings, Inc. "
Trusted Data Corporation,"Data Robotics, Inc. "
Trusted Networks,RedCreek Communications
Turbine Entertainment Software Corp.,"Turbine, Inc. "
TurboGrad Inc.,Mentorix Technologies Inc.
Turbostaff,"LiquidMedium, Inc. "
"Turning Point Technologies, Inc.",Xevo Corporation
"Turnip Communications, Inc.","Step.com, Inc. "
"Turtle Software, Inc.","Skyway Software, Inc. "
"TxCore, Inc.","TxVia, Inc. "
"Tyrell, Inc.",Zeno Corporation
U-Access,"ShopTalk Networks, Inc. "
U.S. Robots,"United States Robots, Inc. "
U.S.X. Telecenters,U.S. Telecenters Corporation
"UBUBU, Inc.",Linkscape Software
Ultimate Arena,"Xfire, Inc. "
Ultraband Fiber Optics,"Novera Optics, Inc. "
"Ultralight FS, Inc.","Obopay, Inc. "
Ultramed,"Interventional Technologies, Inc. "
UltraPhotonics,"UltraDots, Inc. "
Ultraprise Corporation,Ultraprise Loan Technologies
"Umbria Communications, Inc.",Umbria Inc.
UNext.com,Cardean Learning Group
UniCare Management Resources,"AdminiQuest, Inc. "
Unifi Communications,Teloquent Communications Corp.
Unique Technologies,ComSpace Corporation
"Unison Products, Inc.","Emo Labs, Inc. "
Unisyn Fibertec,Unisyn Technologies Inc.
United Savings Asso. of Texas,Bank United Corporation
United USN,"USN Communications, Inc. "
Universal Network Exchange,"UNX Holdings, Inc. "
"Universal Network Machines, Inc.","NetXen, Inc. "
"UnWired Buyer, Inc.","UnWired Nation, Inc. "
"UOL Publishing, Inc.",VCampus Corporation
Uptech,"Seventh Sense Biosystems, Inc. "
"Urodynamic Systems, Inc.","Urosystems, Inc. "
"UroGenesys, Inc.","Agensys, Inc. "
UroHealth Systems,"Imagyn Medical Technologies, Inc. "
UroMed Corporation,St. Lawrence Energy Corporation
Uros Corporation,Situs Corporation
USA Mortgage,LoanSurfer.com
"USA Retama, Inc.","Skydex Technologies, Inc. "
Usendit.com,"Arsenal Digital Solutions Worldwide, Inc. "
"User Interface, Inc.",Truis
UtilConnect.com,Lumenor
UVaCide Corporation,"PathoLase, Inc. "
UWapIT.com,"StarRemote Wireless, Inc. "
uWork,"Covendis Technologies, Inc. "
"uXcomm, Inc.","Virtugo Software, Inc. "
"V-Kardia, Inc.","Osprey Medical, Inc. "
"Vadver, Inc.","ffwd.com, Inc. "
"Valentis, Inc.","Urigen Pharmaceuticals, Inc. "
"Valtec, Inc.",Covalent Systems Corporation
Vana Associates,Ana Tech Corporation
Vanark Scientific,TopoMetrix Corporation
Vantage Technologies,"Janeeva, Inc. "
Vascor,"Corvas International, Inc. "
"Vascular Innovations, Inc.","Cardica, Inc. "
"Vcapital.com, Inc.",Jesup & Lamont
"Vector Pharmaceuticals, Inc.",Aviron
Velocity Communications,"Ikanos Communications, Inc. "
Ventro Corporation,"NexPrise, Inc. "
"Venturcom, Inc.","Ardence, Inc. "
"Venture eCommerce, Inc.",Windomar.com
"Verdantarch, Inc.","DiVitas Networks, Inc. "
"Verde Technologies, Earth Resource Data Corp",CDRE
Verifix Corporation,"Appliant, Inc. "
Versai Technology,"Coghead, Inc. "
Versant Object Technology Corp.,Versant Corporation
"Versicor, Inc.","Vicuron Pharmaceuticals, Inc.  "
Vertis Neuroscience,"Northstar Neurosciences, Inc. "
"Vertox, Inc.",Oxidyne Corp
"VERTx, Inc.","Spine Wave, Inc. "
Very Visual Software,Visigenic Software
"Vesite Medical, Inc.","Vesica Medical, Inc. "
"Vetter Solutions, Inc.",DataSync Corporation
Vexcel Imaging Corporation,Vexcel Corporation
"Viaken Systems, Inc.",VS Acquisition Corporation
"Vicinity Systems, Inc.","ClearCube Technology, Inc. "
Video Broadcasting Corp.,"Medialink Worldwide, Inc."
"Video Marketplace, Inc.","Brightcove, Inc. "
"Video Networks, Inc.","Pathfire, Inc. "
"Video54 Technologies, Inc.","Ruckus Wireless, Inc. "
"VideOcart, Inc.","Klever Marketing, Inc. "
"videoNEXT, LLC","videoNEXT Network Solutions, Inc. "
"VideoServer, Inc.",Ezenia!
"Vidius, Inc.","PortAuthority Technologies, Inc.  "
Viewceler Corporation,Celequest Corporation
Viewpoint Corp.,Enliven Marketing Technologies Corp.
Viewpoint Datalabs,"Viewpoint Digital, Inc. "
Viewtech,"Docupro, Inc. "
"Vina Technologies, Inc.","Larscom, Inc. "
"VIP Calling, Inc.","iBasis, Inc. "
"Virtual Arrays, Inc.","Vitra Biosciences, Inc. "
"Virtual Goods Market, Inc.","Viximo, Inc. "
Virtual Integration Technology,"SeeCommerce, Inc. "
Virtual Media Technologies,"DefendNet Solutions, Inc."
Virtual Medical Systems,"PatientKeeper, Inc. "
Virtual Process,"Radiant Logic, Inc. "
Virtual Purchase Card,Virtual Purchase Connection
"VirtualEmploy.com, Inc.","White Amber, Inc. "
"Vision Software Tools, Inc.","Versata, Inc. "
"Vision Software, Inc.","BlueLine Software, Inc. "
"VISTA Information Solutions, Inc.",VISTAinfo
Visteon Corporation,Avio
Visual Edge Software,Actional Corporation
Visual Intelligence Corp.,V.I. Corp.
"Visualize, Inc.","Vivace Networks, Inc. "
"Vital Signals, Inc.",Masimo Corporation
VitalContact,"Agent Logic, Inc. "
VitalTone,Jamcracker
VitalWave Corporation,"Tensys Medical, Inc. "
VitaMed Inc,Receptagen Corp
"Vivitech, Inc.","Vivid Technologies, Inc. "
"Vivity, Inc.",Vantum Corporation
vLnks Corporation,Keystream
"VLSI Libraries, Inc.","Artisan Components, Inc. "
VM Systems Group,"Relay Technology, Inc. "
Voice Computer Technology,VCT Corporation
"VoiceVault, Inc. ","Pinger, Inc. "
VoIP Rental,VoIP Logic LLC
"Volcano Therapeutics, Inc.",Volcano Corporation
"Volonet Technologies, Inc.","RedWire Broadband, Inc."
Volunteer Health Enterprises,"VHA Enterprises, Inc. "
"VOXEL, Inc.","Dover Glen, Inc. "
"VSI Enterprizes, Inc.","Simtrol, Inc. "
VTC Acquisition Inc.,"Vector ESP, Inc. "
"VVOND, Inc.","VUDU, Inc. "
Vyant Group,"Vyant Technologies, Inc. "
"Vytek Wireless, Inc.",Vytek Corporation
"W-Phone, Inc.","PayEase, Inc. "
"W.K.W., Inc.","Menley & James, Inc. "
Waggoner Personnel,InStaff Personnel
"Wala Systems, Inc.",ArcMail Technology
"Wallaby Systems, Inc.","Outbound Systems, Inc. "
Wanna-Be Interactive,"Cloud 9 Interactive Media, Inc. "
WANWall Ltd,"Riverhead Networks, Inc. "
WarrantyCheck.com,e-doc Architects
WatchMark-Comnitel,Vallent
"WatchMyPrice.com, Inc.",Blue Tiger Networks
Water Management Services,Wellspring International
Watson Laboratories,"Watson Pharmaceuticals, Inc. "
WaveFrame,"Digital F/X, Inc. "
"WayBid Technologies, Inc.",OmniHub
"Webango, Inc.",Diligent Software Systems Corporation
"Webcarzz, Inc.",Vector City Racers
WebChat Broadcasting Sys,"WebChat Communications, Inc. "
"WebCohort, Inc.","Imperva, Inc. "
"WebED, Inc.","Canter's WebED, Inc. "
WebEnvoy Inc.,"IWant.com, Inc. "
"WebGlide, Inc.","RichFX, Inc.  "
WebSentric Software,Meteor Communications
"WebSideStory, Inc.","Visual Sciences, Inc. "
"Website Pros, Inc. ","Web.com, Inc. "
WebSwap.com Inc.,Tradia
